ID Rejsu,ID Okrętu,Nazwa Okrętu,Miejsce Zdarzenia,Rodzaj Zdarzenia,Uszkodzenia
1904,311,Czerwony Sandacz,J12,Harpie,10%
1905,296,Pomarańczowy Morszczuk,R5,Kraken,60%
1906,283,Purpurowy Szczupak,M2,Rekiny,0%
1907,15,Tęczowy Łosoś,M2,Harpie,0%
1907,15,Tęczowy Łosoś,L2,Piraci,0%
1907,15,Tęczowy Łosoś,L2,Piraci,0%
1907,15,Tęczowy Łosoś,O2,Rekiny,0%
1908,275,Niebieski Leszcz,I7,Piraci,0%
1908,275,Niebieski Leszcz,I8,Mielizna,45%
1908,275,Niebieski Leszcz,I8,Góra lodowa,5%
1908,275,Niebieski Leszcz,I8,Ogień,45%
1909,304,Tęczowy Pstrąg,F6,Sztorm,7%
1909,304,Tęczowy Pstrąg,G9,Rekiny,4%
1909,304,Tęczowy Pstrąg,G10,Kraken,14%
1909,304,Tęczowy Pstrąg,H11,Harpie,7%
1909,304,Tęczowy Pstrąg,H11,Rekiny,0%
1909,304,Tęczowy Pstrąg,I13,Harpie,0%
1911,91,Czarny Śledź,O13,Kraken,0%
1911,91,Czarny Śledź,O13,Harpie,0%
1911,91,Czarny Śledź,O13,Kraken,0%
1911,91,Czarny Śledź,P13,Góra lodowa,25%
1911,91,Czarny Śledź,P13,Sztorm,0%
1912,211,Fioletowy Dorsz,P10,Rekiny,0%
1912,211,Fioletowy Dorsz,P9,Harpie,15%
1912,211,Fioletowy Dorsz,P8,Harpie,0%
1912,211,Fioletowy Dorsz,P5,Rekiny,5%
1914,265,Turkusowy Węgorz,M12,Góra lodowa,30%
1914,265,Turkusowy Węgorz,M13,Mielizna,5%
1915,259,Kolorowy Pstrąg,I8,Ogień,4%
1915,259,Kolorowy Pstrąg,I8,Sztorm,14%
1917,148,Turkusowy Pstrąg,O2,Rekiny,7%
1917,148,Turkusowy Pstrąg,O2,Smok,14%
1917,148,Turkusowy Pstrąg,O3,Harpie,0%
1917,148,Turkusowy Pstrąg,M4,Piraci,7%
1918,206,Niebieski Szprot,N2,Piraci,0%
1918,206,Niebieski Szprot,L2,Harpie,0%
1918,206,Niebieski Szprot,L2,Rekiny,7%
1918,206,Niebieski Szprot,K2,Rekiny,7%
1919,306,Niebieski Mintaj,O2,Harpie,0%
1920,212,Brązowy Mintaj,I4,Harpie,0%
1920,212,Brązowy Mintaj,J4,Kraken,10%
1921,184,Zielony Sandacz,F5,Harpie,0%
1921,184,Zielony Sandacz,F4,Piraci,25%
1921,184,Zielony Sandacz,F4,Sztorm,0%
1922,272,Turkusowy Tuńczyk,L9,Rekiny,7%
1922,272,Turkusowy Tuńczyk,K8,Rekiny,0%
1922,272,Turkusowy Tuńczyk,H6,Piraci,40%
1923,314,Zielony Mintaj,P12,Góra lodowa,10%
1923,314,Zielony Mintaj,P12,Rekiny,0%
1924,305,Szary Pstrąg,Q9,Mielizna,57%
1924,305,Szary Pstrąg,Q8,Mielizna,4%
1924,305,Szary Pstrąg,Q8,Mielizna,4%
1924,305,Szary Pstrąg,P10,Piraci,20%
1924,305,Szary Pstrąg,P10,Harpie,10%
1925,309,Zielony Karp,P13,Piraci,10%
1926,286,Purpurowy Dorsz,G10,Harpie,0%
1926,286,Purpurowy Dorsz,G9,Kraken,7%
1926,286,Purpurowy Dorsz,G9,Góra lodowa,4%
1926,286,Purpurowy Dorsz,G7,Kraken,14%
1926,286,Purpurowy Dorsz,G7,Rekiny,4%
1928,315,Brunatny Sandacz,K15,Harpie,4%
1928,315,Brunatny Sandacz,K15,Mielizna,17%
1928,315,Brunatny Sandacz,K16,Sztorm,0%
1928,315,Brunatny Sandacz,L16,Mielizna,27%
1928,315,Brunatny Sandacz,J16,Rekiny,4%
1928,315,Brunatny Sandacz,J15,Piraci,14%
1929,285,Zielony Węgorz,I13,Harpie,20%
1929,285,Zielony Węgorz,J12,Harpie,0%
1930,276,Turkusowy Szczupak,Q3,Sztorm,55%
1930,276,Turkusowy Szczupak,R5,Harpie,0%
1932,190,Zielony Szczupak,G5,Rekiny,4%
1932,190,Zielony Szczupak,F6,Sztorm,17%
1932,190,Zielony Szczupak,F7,Rekiny,4%
1932,190,Zielony Szczupak,F8,Kraken,40%
1932,190,Zielony Szczupak,F8,Rekiny,0%
1932,190,Zielony Szczupak,H11,Harpie,0%
1933,289,Kolorowy Tuńczyk,K5,Harpie,0%
1933,289,Kolorowy Tuńczyk,K6,Piraci,40%
1933,289,Kolorowy Tuńczyk,L7,Mielizna,10%
1933,289,Kolorowy Tuńczyk,N9,Mielizna,5%
1933,289,Kolorowy Tuńczyk,O10,Mielizna,10%
1934,239,Czarny Tuńczyk,P11,Rekiny,10%
1934,239,Czarny Tuńczyk,O12,Harpie,7%
1934,239,Czarny Tuńczyk,O12,Rekiny,0%
1934,239,Czarny Tuńczyk,O12,Smok,7%
1934,239,Czarny Tuńczyk,N12,Harpie,0%
1934,239,Czarny Tuńczyk,J14,Rekiny,4%
1935,307,Fioletowy Halibut,S15,Harpie,0%
1935,307,Fioletowy Halibut,R13,Piraci,27%
1935,307,Fioletowy Halibut,R13,Sztorm,17%
1935,307,Fioletowy Halibut,Q12,Rekiny,4%
1936,301,Złoty Pstrąg,M11,Kraken,14%
1937,51,Szary Węgorz,P10,Sztorm,30%
1937,51,Szary Węgorz,Q7,Piraci,0%
1937,51,Szary Węgorz,P6,Harpie,7%
1937,51,Szary Węgorz,P4,Rekiny,4%
1937,51,Szary Węgorz,Q3,Sztorm,4%
1938,225,Barwny Leszcz,I10,Ogień,20%
1938,225,Barwny Leszcz,I8,Mielizna,10%
1938,225,Barwny Leszcz,H5,Sztorm,10%
1939,293,Szary Morszczuk,Q3,Rekiny,0%
1939,293,Szary Morszczuk,Q5,Rekiny,0%
1939,293,Szary Morszczuk,Q6,Kraken,14%
1939,293,Szary Morszczuk,R7,Rekiny,0%
1939,293,Szary Morszczuk,Q8,Mielizna,24%
1939,293,Szary Morszczuk,Q9,Mielizna,7%
1940,249,Biały Morszczuk,Q3,Harpie,7%
1940,249,Biały Morszczuk,P5,Rekiny,0%
1940,249,Biały Morszczuk,P10,Piraci,7%
1940,249,Biały Morszczuk,P10,Rekiny,0%
1941,233,Biały Tuńczyk,Q6,Piraci,50%
1941,233,Biały Tuńczyk,Q6,Harpie,0%
1943,201,Turkusowy Mintaj,G7,Harpie,0%
1943,201,Turkusowy Mintaj,G7,Rekiny,0%
1943,201,Turkusowy Mintaj,F8,Piraci,0%
1943,201,Turkusowy Mintaj,F8,Kraken,0%
1943,201,Turkusowy Mintaj,F8,Rekiny,5%
1943,201,Turkusowy Mintaj,F9,Sztorm,0%
1943,201,Turkusowy Mintaj,E8,Kraken,40%
1944,317,Czarny Okoń,F7,Rekiny,4%
1944,317,Czarny Okoń,G5,Sztorm,17%
1945,270,Purpurowy Karp,P10,Piraci,0%
1945,270,Purpurowy Karp,P10,Harpie,0%
1945,270,Purpurowy Karp,P9,Piraci,0%
1945,270,Purpurowy Karp,P8,Piraci,14%
1945,270,Purpurowy Karp,P8,Mielizna,10%
1945,270,Purpurowy Karp,Q7,Piraci,37%
1946,219,Czarny Karp,J12,Harpie,0%
1947,32,Srebrny Szprot,I11,Harpie,7%
1947,32,Srebrny Szprot,H9,Rekiny,4%
1947,32,Srebrny Szprot,H8,Góra lodowa,7%
1947,32,Srebrny Szprot,H7,Smok,0%
1947,32,Srebrny Szprot,H5,Harpie,0%
1949,215,Turkusowy Sandacz,J13,Harpie,0%
1949,215,Turkusowy Sandacz,I12,Piraci,24%
1949,215,Turkusowy Sandacz,H10,Piraci,0%
1949,215,Turkusowy Sandacz,H7,Rekiny,4%
1951,287,Brunatny Dorsz,Q3,Sztorm,10%
1951,287,Brunatny Dorsz,P5,Piraci,20%
1951,287,Brunatny Dorsz,P7,Harpie,0%
1951,287,Brunatny Dorsz,P9,Piraci,20%
1951,287,Brunatny Dorsz,P10,Rekiny,15%
1953,226,Pomarańczowy Śledź,H7,Kraken,0%
1953,226,Pomarańczowy Śledź,G8,Kraken,0%
1953,226,Pomarańczowy Śledź,G10,Harpie,0%
1953,226,Pomarańczowy Śledź,G10,Kraken,0%
1953,226,Pomarańczowy Śledź,H11,Kraken,0%
1954,153,Fioletowy Karp,I5,Harpie,10%
1954,153,Fioletowy Karp,I6,Harpie,0%
1955,288,Szary Halibut,P10,Piraci,17%
1955,288,Szary Halibut,P10,Harpie,4%
1955,288,Szary Halibut,P9,Sztorm,0%
1955,288,Szary Halibut,P8,Mielizna,7%
1955,288,Szary Halibut,P7,Harpie,0%
1956,313,Srebrny Okoń,O10,Harpie,0%
1956,313,Srebrny Okoń,M9,Rekiny,0%
1956,313,Srebrny Okoń,L9,Syreny,0%
1956,313,Srebrny Okoń,K8,Syreny,20%
1956,313,Srebrny Okoń,I5,Sztorm,10%
1957,238,Purpurowy Szprot,O13,Kraken,5%
1957,238,Purpurowy Szprot,N13,Sztorm,20%
1957,238,Purpurowy Szprot,K13,Harpie,0%
1958,318,Czerwony Węgorz,R12,Harpie,5%
1959,308,Czerwony Leszcz,I12,Harpie,0%
1961,283,Purpurowy Szczupak,P4,Harpie,0%
1961,283,Purpurowy Szczupak,Q7,Sztorm,5%
1961,283,Purpurowy Szczupak,Q9,Mielizna,10%
1963,320,Złoty Śledź,M2,Piraci,0%
1963,320,Złoty Śledź,K2,Mielizna,7%
1964,211,Fioletowy Dorsz,O2,Harpie,15%
1964,211,Fioletowy Dorsz,N1,Rekiny,5%
1964,211,Fioletowy Dorsz,N2,Harpie,5%
1966,302,Tęczowy Leszcz,P12,Piraci,25%
1966,302,Tęczowy Leszcz,O14,Kraken,0%
1966,302,Tęczowy Leszcz,Q17,Piraci,20%
1966,302,Tęczowy Leszcz,O14,Kraken,20%
1969,304,Tęczowy Pstrąg,J12,Sztorm,0%
1969,304,Tęczowy Pstrąg,K12,Piraci,14%
1969,304,Tęczowy Pstrąg,K12,Harpie,4%
1969,304,Tęczowy Pstrąg,K12,Ogień,0%
1969,304,Tęczowy Pstrąg,L11,Piraci,0%
1969,304,Tęczowy Pstrąg,L11,Sztorm,10%
1969,304,Tęczowy Pstrąg,M11,Rekiny,7%
1970,303,Zielony Okoń,I13,Harpie,20%
1971,269,Pomarańczowy Łosoś,G15,Rekiny,10%
1971,269,Pomarańczowy Łosoś,F15,Góra lodowa,17%
1972,311,Czerwony Sandacz,L11,Kraken,30%
1972,311,Czerwony Sandacz,L11,Rekiny,5%
1972,311,Czerwony Sandacz,L11,Sztorm,15%
1972,311,Czerwony Sandacz,J13,Rekiny,10%
1973,148,Turkusowy Pstrąg,N2,Harpie,7%
1973,148,Turkusowy Pstrąg,N2,Sztorm,0%
1973,148,Turkusowy Pstrąg,M4,Rekiny,0%
1973,148,Turkusowy Pstrąg,K4,Piraci,0%
1973,148,Turkusowy Pstrąg,I4,Sztorm,7%
1974,15,Tęczowy Łosoś,Q3,Harpie,0%
1974,15,Tęczowy Łosoś,Q6,Rekiny,7%
1974,15,Tęczowy Łosoś,Q9,Piraci,0%
1974,15,Tęczowy Łosoś,Q9,Mielizna,7%
1975,296,Pomarańczowy Morszczuk,R2,Harpie,10%
1976,286,Purpurowy Dorsz,F8,Harpie,0%
1976,286,Purpurowy Dorsz,F8,Kraken,27%
1976,286,Purpurowy Dorsz,G10,Piraci,14%
1976,286,Purpurowy Dorsz,H11,Piraci,10%
1976,286,Purpurowy Dorsz,H11,Kraken,14%
1977,324,Tęczowy Mintaj,C2,Mielizna,5%
1977,324,Tęczowy Mintaj,D2,Mielizna,10%
1978,272,Turkusowy Tuńczyk,H4,Harpie,7%
1978,272,Turkusowy Tuńczyk,I7,Harpie,4%
1980,292,Brunatny Halibut,N10,Harpie,15%
1980,292,Brunatny Halibut,N10,Sztorm,30%
1980,292,Brunatny Halibut,M10,Harpie,0%
1982,297,Brunatny Mintaj,J14,Rekiny,7%
1982,297,Brunatny Mintaj,K14,Piraci,34%
1982,297,Brunatny Mintaj,M11,Harpie,7%
1982,297,Brunatny Mintaj,N11,Harpie,4%
1982,297,Brunatny Mintaj,O11,Harpie,0%
1982,297,Brunatny Mintaj,O11,Sztorm,0%
1984,276,Turkusowy Szczupak,L3,Harpie,5%
1984,276,Turkusowy Szczupak,N2,Piraci,45%
1984,276,Turkusowy Szczupak,O2,Rekiny,0%
1985,212,Brązowy Mintaj,O5,Harpie,0%
1985,212,Brązowy Mintaj,P4,Sztorm,0%
1986,51,Szary Węgorz,Q4,Harpie,4%
1986,51,Szary Węgorz,R7,Sztorm,0%
1986,51,Szary Węgorz,Q8,Mielizna,7%
1986,51,Szary Węgorz,Q9,Piraci,14%
1986,51,Szary Węgorz,Q9,Harpie,0%
1986,51,Szary Węgorz,Q9,Mielizna,7%
1986,51,Szary Węgorz,Q9,Rekiny,7%
1987,225,Barwny Leszcz,J2,Rekiny,5%
1987,225,Barwny Leszcz,K1,Harpie,0%
1987,225,Barwny Leszcz,I2,Mielizna,15%
1987,225,Barwny Leszcz,I3,Mielizna,30%
1988,310,Srebrny Pstrąg,F5,Rekiny,5%
1991,314,Zielony Mintaj,Q9,Mielizna,40%
1991,314,Zielony Mintaj,Q3,Harpie,5%
1992,265,Turkusowy Węgorz,E13,Harpie,10%
1992,265,Turkusowy Węgorz,G13,Mielizna,15%
1992,265,Turkusowy Węgorz,I13,Harpie,0%
1993,276,Turkusowy Szczupak,O2,Harpie,0%
1993,276,Turkusowy Szczupak,O3,Piraci,0%
1994,215,Turkusowy Sandacz,H4,Harpie,4%
1994,215,Turkusowy Sandacz,I4,Harpie,0%
1995,317,Czarny Okoń,H5,Harpie,0%
1995,317,Czarny Okoń,H7,Sztorm,7%
1998,91,Czarny Śledź,P11,Sztorm,0%
1999,249,Biały Morszczuk,P8,Harpie,4%
1999,249,Biały Morszczuk,P7,Piraci,0%
1999,249,Biały Morszczuk,P6,Piraci,0%
1999,249,Biały Morszczuk,P4,Mielizna,10%
1999,249,Biały Morszczuk,Q3,Piraci,0%
1999,249,Biały Morszczuk,Q3,Harpie,0%
2000,190,Zielony Szczupak,J10,Mielizna,27%
2001,239,Czarny Tuńczyk,I12,Rekiny,0%
2001,239,Czarny Tuńczyk,I10,Harpie,0%
2001,239,Czarny Tuńczyk,I10,Mielizna,14%
2001,239,Czarny Tuńczyk,I10,Ogień,14%
2001,239,Czarny Tuńczyk,I9,Ogień,7%
2001,239,Czarny Tuńczyk,I9,Smok,7%
2001,239,Czarny Tuńczyk,H8,Rekiny,0%
2002,219,Czarny Karp,K13,Rekiny,10%
2002,219,Czarny Karp,L11,Kraken,20%
2002,219,Czarny Karp,L10,Kraken,10%
2002,219,Czarny Karp,L11,Kraken,40%
2003,270,Purpurowy Karp,Q4,Piraci,0%
2003,270,Purpurowy Karp,R5,Rekiny,4%
2003,270,Purpurowy Karp,R6,Kraken,0%
2003,270,Purpurowy Karp,R6,Rekiny,7%
2003,270,Purpurowy Karp,Q9,Mielizna,64%
2004,206,Niebieski Szprot,Q5,Harpie,0%
2004,206,Niebieski Szprot,P7,Mielizna,24%
2004,206,Niebieski Szprot,P4,Mielizna,7%
2005,211,Fioletowy Dorsz,S2,Kraken,10%
2007,313,Srebrny Okoń,C4,Harpie,0%
2007,313,Srebrny Okoń,B4,Smok,5%
2008,293,Szary Morszczuk,Q9,Harpie,0%
2008,293,Szary Morszczuk,Q9,Mielizna,10%
2008,293,Szary Morszczuk,Q6,Kraken,10%
2008,293,Szary Morszczuk,Q6,Rekiny,0%
2008,293,Szary Morszczuk,Q4,Piraci,10%
2008,293,Szary Morszczuk,Q3,Smok,0%
2009,289,Kolorowy Tuńczyk,P11,Harpie,0%
2009,289,Kolorowy Tuńczyk,N12,Kraken,0%
2010,309,Zielony Karp,K13,Góra lodowa,10%
2011,315,Brunatny Sandacz,G15,Piraci,24%
2011,315,Brunatny Sandacz,G15,Harpie,10%
2011,315,Brunatny Sandacz,F15,Harpie,7%
2011,315,Brunatny Sandacz,G15,Sztorm,7%
2012,226,Pomarańczowy Śledź,J14,Harpie,0%
2012,226,Pomarańczowy Śledź,K14,Mielizna,20%
2012,226,Pomarańczowy Śledź,L13,Rekiny,10%
2012,226,Pomarańczowy Śledź,M11,Kraken,15%
2012,226,Pomarańczowy Śledź,P5,Mielizna,5%
2013,328,Złoty Pstrąg,I13,Piraci,0%
2013,328,Złoty Pstrąg,I13,Harpie,0%
2013,328,Złoty Pstrąg,I12,Piraci,0%
2013,328,Złoty Pstrąg,J11,Rekiny,4%
2013,328,Złoty Pstrąg,K9,Mielizna,4%
2013,328,Złoty Pstrąg,L7,Mielizna,7%
2013,328,Złoty Pstrąg,M5,Piraci,34%
2013,328,Złoty Pstrąg,N5,Rekiny,4%
2013,328,Złoty Pstrąg,O3,Mielizna,27%
2013,328,Złoty Pstrąg,O3,Sztorm,0%
2017,320,Złoty Śledź,H6,Harpie,10%
2017,320,Złoty Śledź,H7,Kraken,20%
2017,320,Złoty Śledź,G8,Harpie,4%
2017,320,Złoty Śledź,G9,Rekiny,7%
2017,320,Złoty Śledź,G10,Harpie,14%
2017,320,Złoty Śledź,H12,Sztorm,0%
2017,320,Złoty Śledź,I13,Ogień,0%
2018,308,Czerwony Leszcz,I7,Sztorm,7%
2018,308,Czerwony Leszcz,H6,Harpie,0%
2020,32,Srebrny Szprot,G5,Harpie,4%
2020,32,Srebrny Szprot,G9,Piraci,24%
2020,32,Srebrny Szprot,H11,Piraci,0%
2020,32,Srebrny Szprot,H11,Rekiny,0%
2020,32,Srebrny Szprot,H12,Harpie,0%
2021,287,Brunatny Dorsz,P14,Rekiny,0%
2022,307,Fioletowy Halibut,P11,Harpie,7%
2022,307,Fioletowy Halibut,N12,Harpie,0%
2022,307,Fioletowy Halibut,N12,Rekiny,4%
2022,307,Fioletowy Halibut,M13,Rekiny,0%
2022,307,Fioletowy Halibut,L13,Mielizna,10%
2022,307,Fioletowy Halibut,L13,Syreny,0%
2022,307,Fioletowy Halibut,L12,Syreny,0%
2022,307,Fioletowy Halibut,M12,Syreny,17%
2022,307,Fioletowy Halibut,O11,Piraci,34%
2023,233,Biały Tuńczyk,L8,Mielizna,27%
2023,233,Biały Tuńczyk,J8,Mielizna,14%
2023,233,Biały Tuńczyk,I8,Ogień,20%
2023,233,Biały Tuńczyk,H6,Harpie,4%
2024,311,Czerwony Sandacz,J14,Harpie,10%
2024,311,Czerwony Sandacz,K14,Mielizna,15%
2024,311,Czerwony Sandacz,K14,Sztorm,10%
2024,311,Czerwony Sandacz,L13,Syreny,10%
2024,311,Czerwony Sandacz,L12,Harpie,0%
2024,311,Czerwony Sandacz,L12,Rekiny,0%
2024,311,Czerwony Sandacz,M11,Syreny,0%
2025,296,Pomarańczowy Morszczuk,P5,Rekiny,5%
2027,153,Fioletowy Karp,C6,Harpie,0%
2027,153,Fioletowy Karp,E4,Sztorm,20%
2027,153,Fioletowy Karp,F4,Rekiny,10%
2028,324,Tęczowy Mintaj,H4,Harpie,0%
2029,201,Turkusowy Mintaj,E9,Kraken,40%
2029,201,Turkusowy Mintaj,E9,Rekiny,5%
2029,201,Turkusowy Mintaj,E8,Harpie,0%
2029,201,Turkusowy Mintaj,F7,Kraken,0%
2032,318,Czerwony Węgorz,P11,Sztorm,30%
2032,318,Czerwony Węgorz,O11,Harpie,5%
2032,318,Czerwony Węgorz,N12,Kraken,30%
2032,318,Czerwony Węgorz,N13,Harpie,20%
2032,318,Czerwony Węgorz,K14,Harpie,0%
2033,286,Purpurowy Dorsz,J14,Harpie,4%
2033,286,Purpurowy Dorsz,K15,Mielizna,4%
2033,286,Purpurowy Dorsz,M17,Harpie,4%
2033,286,Purpurowy Dorsz,L17,Rekiny,10%
2033,286,Purpurowy Dorsz,J16,Harpie,0%
2037,212,Brązowy Mintaj,O3,Rekiny,0%
2037,212,Brązowy Mintaj,N3,Harpie,0%
2037,212,Brązowy Mintaj,M4,Sztorm,14%
2037,212,Brązowy Mintaj,L4,Piraci,0%
2037,212,Brązowy Mintaj,J4,Rekiny,4%
2038,203,Niebieski Łosoś,E5,Rekiny,5%
2039,334,Kolorowy Morszczuk,M10,Harpie,10%
2039,334,Kolorowy Morszczuk,M10,Sztorm,0%
2039,334,Kolorowy Morszczuk,L8,Mielizna,40%
2040,302,Tęczowy Leszcz,O13,Piraci,35%
2040,302,Tęczowy Leszcz,O13,Góra lodowa,25%
2041,321,Barwny Szprot,P10,Harpie,0%
2041,321,Barwny Szprot,P11,Góra lodowa,25%
2042,15,Tęczowy Łosoś,N10,Mielizna,7%
2042,15,Tęczowy Łosoś,L10,Harpie,0%
2042,15,Tęczowy Łosoś,L10,Sztorm,0%
2042,15,Tęczowy Łosoś,M9,Piraci,0%
2043,265,Turkusowy Węgorz,L13,Sztorm,0%
2043,265,Turkusowy Węgorz,N12,Sztorm,0%
2043,265,Turkusowy Węgorz,O11,Góra lodowa,25%
2044,190,Zielony Szczupak,S3,Harpie,4%
2044,190,Zielony Szczupak,R4,Kraken,67%
2044,190,Zielony Szczupak,Q4,Harpie,7%
2045,314,Zielony Mintaj,R2,Rekiny,0%
2046,276,Turkusowy Szczupak,N2,Harpie,0%
2046,276,Turkusowy Szczupak,L2,Mielizna,30%
2047,239,Czarny Tuńczyk,G6,Smok,17%
2047,239,Czarny Tuńczyk,G8,Harpie,7%
2047,239,Czarny Tuńczyk,G10,Kraken,7%
2047,239,Czarny Tuńczyk,H11,Kraken,20%
2047,239,Czarny Tuńczyk,H11,Sztorm,0%
2047,239,Czarny Tuńczyk,I13,Piraci,0%
2047,239,Czarny Tuńczyk,I13,Harpie,0%
2047,239,Czarny Tuńczyk,I13,Góra lodowa,17%
2047,239,Czarny Tuńczyk,I13,Rekiny,0%
2048,225,Barwny Leszcz,L3,Harpie,10%
2048,225,Barwny Leszcz,L3,Rekiny,0%
2048,225,Barwny Leszcz,K4,Kraken,40%
2049,184,Zielony Sandacz,H4,Harpie,15%
2051,304,Tęczowy Pstrąg,P11,Piraci,0%
2051,304,Tęczowy Pstrąg,N10,Mielizna,40%
2051,304,Tęczowy Pstrąg,M10,Harpie,0%
2051,304,Tęczowy Pstrąg,M9,Rekiny,7%
2051,304,Tęczowy Pstrąg,M9,Sztorm,7%
2051,304,Tęczowy Pstrąg,J6,Kraken,4%
2051,304,Tęczowy Pstrąg,J6,Rekiny,10%
2051,304,Tęczowy Pstrąg,H5,Rekiny,0%
2052,285,Zielony Węgorz,K14,Góra lodowa,25%
2052,285,Zielony Węgorz,L13,Sztorm,20%
2052,285,Zielony Węgorz,M12,Harpie,20%
2053,215,Turkusowy Sandacz,O2,Harpie,0%
2053,215,Turkusowy Sandacz,M2,Rekiny,10%
2053,215,Turkusowy Sandacz,L2,Sztorm,10%
2053,215,Turkusowy Sandacz,J4,Kraken,40%
2053,215,Turkusowy Sandacz,H4,Rekiny,7%
2054,249,Biały Morszczuk,P4,Harpie,4%
2054,249,Biały Morszczuk,P10,Piraci,0%
2055,272,Turkusowy Tuńczyk,H7,Kraken,0%
2055,272,Turkusowy Tuńczyk,H7,Rekiny,7%
2055,272,Turkusowy Tuńczyk,I9,Mielizna,30%
2055,272,Turkusowy Tuńczyk,I10,Mielizna,37%
2055,272,Turkusowy Tuńczyk,H6,Harpie,7%
2056,148,Turkusowy Pstrąg,H7,Kraken,0%
2056,148,Turkusowy Pstrąg,G8,Rekiny,4%
2056,148,Turkusowy Pstrąg,H11,Piraci,14%
2056,148,Turkusowy Pstrąg,H11,Rekiny,0%
2056,148,Turkusowy Pstrąg,H11,Rekiny,7%
2056,148,Turkusowy Pstrąg,H12,Syreny,0%
2056,148,Turkusowy Pstrąg,I13,Syreny,0%
2057,310,Srebrny Pstrąg,D5,Sztorm,30%
2061,316,Złoty Węgorz,O12,Sztorm,5%
2061,316,Złoty Węgorz,O13,Harpie,5%
2061,316,Złoty Węgorz,O13,Rekiny,10%
2061,316,Złoty Węgorz,N13,Harpie,15%
2061,316,Złoty Węgorz,M13,Rekiny,10%
2061,316,Złoty Węgorz,K13,Sztorm,30%
2062,51,Szary Węgorz,Q10,Harpie,0%
2062,51,Szary Węgorz,Q9,Mielizna,7%
2062,51,Szary Węgorz,Q8,Mielizna,4%
2062,51,Szary Węgorz,R5,Kraken,27%
2062,51,Szary Węgorz,Q4,Piraci,20%
2063,219,Czarny Karp,J13,Piraci,0%
2063,219,Czarny Karp,I12,Syreny,0%
2063,219,Czarny Karp,I9,Mielizna,15%
2063,219,Czarny Karp,H8,Harpie,0%
2063,219,Czarny Karp,G6,Smok,15%
2063,219,Czarny Karp,H5,Smok,0%
2064,226,Pomarańczowy Śledź,Q6,Sztorm,25%
2064,226,Pomarańczowy Śledź,Q7,Sztorm,25%
2064,226,Pomarańczowy Śledź,Q8,Mielizna,15%
2068,308,Czerwony Leszcz,L4,Kraken,14%
2070,270,Purpurowy Karp,O12,Harpie,7%
2070,270,Purpurowy Karp,O13,Harpie,0%
2070,270,Purpurowy Karp,O13,Rekiny,10%
2070,270,Purpurowy Karp,N14,Rekiny,4%
2070,270,Purpurowy Karp,N15,Mielizna,7%
2070,270,Purpurowy Karp,M17,Piraci,17%
2070,270,Purpurowy Karp,O14,Góra lodowa,20%
2071,317,Czarny Okoń,I13,Piraci,0%
2071,317,Czarny Okoń,H13,Mielizna,7%
2071,317,Czarny Okoń,H13,Syreny,0%
2071,317,Czarny Okoń,F12,Góra lodowa,4%
2071,317,Czarny Okoń,F12,Rekiny,4%
2071,317,Czarny Okoń,G13,Syreny,27%
2071,317,Czarny Okoń,H13,Syreny,0%
2071,317,Czarny Okoń,I13,Piraci,0%
2072,337,Purpurowy Mintaj,K13,Rekiny,5%
2072,337,Purpurowy Mintaj,M11,Kraken,10%
2072,337,Purpurowy Mintaj,M11,Góra lodowa,20%
2072,337,Purpurowy Mintaj,N9,Mielizna,5%
2072,337,Purpurowy Mintaj,P5,Harpie,0%
2072,337,Purpurowy Mintaj,P4,Mielizna,5%
2073,293,Szary Morszczuk,O2,Rekiny,0%
2073,293,Szary Morszczuk,N3,Piraci,14%
2073,293,Szary Morszczuk,N3,Harpie,0%
2073,293,Szary Morszczuk,K4,Kraken,7%
2074,335,Czarny Łosoś,G2,Mielizna,25%
2074,335,Czarny Łosoś,G1,Harpie,0%
2075,292,Brunatny Halibut,Q8,Mielizna,5%
2075,292,Brunatny Halibut,Q9,Mielizna,15%
2075,292,Brunatny Halibut,Q9,Sztorm,50%
2076,283,Purpurowy Szczupak,P10,Harpie,5%
2076,283,Purpurowy Szczupak,Q8,Sztorm,10%
2076,283,Purpurowy Szczupak,Q3,Harpie,0%
2077,315,Brunatny Sandacz,I10,Piraci,14%
2077,315,Brunatny Sandacz,I9,Mielizna,20%
2078,32,Srebrny Szprot,G12,Harpie,7%
2078,32,Srebrny Szprot,G12,Rekiny,0%
2078,32,Srebrny Szprot,G11,Syreny,0%
2078,32,Srebrny Szprot,G11,Rekiny,7%
2078,32,Srebrny Szprot,F9,Harpie,0%
2078,32,Srebrny Szprot,G9,Kraken,20%
2078,32,Srebrny Szprot,G9,Rekiny,0%
2078,32,Srebrny Szprot,H11,Piraci,0%
2078,32,Srebrny Szprot,H12,Piraci,34%
2079,309,Zielony Karp,H11,Rekiny,0%
2079,309,Zielony Karp,H9,Harpie,4%
2079,309,Zielony Karp,H9,Rekiny,7%
2079,309,Zielony Karp,G8,Kraken,4%
2079,309,Zielony Karp,H9,Rekiny,0%
2079,309,Zielony Karp,H9,Smok,4%
2079,309,Zielony Karp,H11,Kraken,40%
2080,238,Purpurowy Szprot,K12,Harpie,15%
2080,238,Purpurowy Szprot,N12,Kraken,60%
2081,328,Złoty Pstrąg,Q3,Harpie,0%
2081,328,Złoty Pstrąg,R5,Rekiny,0%
2081,328,Złoty Pstrąg,Q6,Kraken,27%
